Latitude (decimal degrees):	53.368
Longitude (decimal degrees):	7.183
Elevation (m):	3
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230517:1911,0.0,0.0,0.0,0.0,8.95,3.24,0.0
20230517:2011,0.0,0.0,0.0,0.0,7.66,2.55,0.0
20230517:2111,0.0,0.0,0.0,0.0,6.94,2.14,0.0
20230517:2211,0.0,0.0,0.0,0.0,6.31,1.59,0.0
20230517:2311,0.0,0.0,0.0,0.0,5.75,1.03,0.0
20230518:0011,0.0,0.0,0.0,0.0,6.39,0.76,0.0
20230518:0111,0.0,0.0,0.0,0.0,6.29,0.28,0.0
20230518:0211,0.0,0.0,0.0,0.0,6.17,0.28,0.0
20230518:0311,0.0,0.0,0.0,0.0,5.8,0.34,0.0
20230518:0411,0.0,9.0,0.0,4.83,5.24,0.41,0.0
20230518:0511,3.0,77.0,0.0,13.18,6.39,0.34,0.0
20230518:0611,26.0,166.0,0.0,21.99,7.87,0.34,0.0
20230518:0711,214.0,207.0,0.0,30.92,8.81,0.69,0.0
20230518:0811,162.0,305.0,0.0,39.52,9.72,2.0,0.0
20230518:0911,165.0,364.0,0.0,47.22,10.62,2.28,0.0
20230518:1011,246.0,382.0,0.0,53.11,10.81,2.48,0.0
20230518:1111,245.0,401.0,0.0,56.03,11.57,2.69,0.0
20230518:1211,328.0,364.0,0.0,55.16,12.17,3.17,0.0
20230518:1311,542.01,218.0,0.0,50.77,12.49,3.31,0.0
20230518:1411,541.01,156.0,0.0,43.94,13.45,3.17,0.0
20230518:1511,348.0,188.0,0.0,35.75,13.86,3.31,0.0
20230518:1611,314.0,112.0,0.0,26.94,13.74,3.45,0.0
20230518:1711,187.0,84.0,0.0,18.01,13.41,3.38,0.0
20230518:1811,72.0,49.0,0.0,9.36,12.5,3.24,0.0
20230518:1911,0.0,0.0,0.0,0.0,10.95,3.52,0.0
20230518:2011,0.0,0.0,0.0,0.0,9.33,3.59,0.0
20230518:2111,0.0,0.0,0.0,0.0,8.25,3.45,0.0
20230518:2211,0.0,0.0,0.0,0.0,7.44,3.38,0.0
20230518:2311,0.0,0.0,0.0,0.0,6.81,3.1,0.0
20230519:0011,0.0,0.0,0.0,0.0,6.52,3.03,0.0
20230519:0111,0.0,0.0,0.0,0.0,6.12,2.69,0.0
20230519:0211,0.0,0.0,0.0,0.0,5.37,2.28,0.0
20230519:0311,0.0,0.0,0.0,0.0,4.98,2.07,0.0
20230519:0411,24.0,21.43,0.0,5.0,4.78,2.14,0.0
20230519:0511,110.0,72.0,0.0,13.34,6.87,2.62,0.0
20230519:0611,245.0,98.0,0.0,22.15,9.38,2.07,0.0
20230519:0711,375.0,121.0,0.0,31.08,11.66,2.07,0.0
20230519:0811,517.0,129.0,0.0,39.69,13.51,2.55,0.0
20230519:0911,627.01,136.0,0.0,47.4,14.59,2.83,0.0
20230519:1011,694.01,145.0,0.0,53.31,15.44,2.9,0.0
20230519:1111,709.01,157.0,0.0,56.25,16.28,3.03,0.0
20230519:1211,582.01,228.0,0.0,55.38,16.93,3.38,0.0
20230519:1311,508.01,237.0,0.0,50.97,17.86,3.72,0.0
20230519:1411,518.0,169.0,0.0,44.12,18.08,4.21,0.0
20230519:1511,301.0,212.0,0.0,35.92,18.08,4.48,0.0
20230519:1611,321.0,109.0,0.0,27.11,17.73,4.41,0.0
20230519:1711,184.0,86.0,0.0,18.19,17.23,4.41,0.0
20230519:1811,57.0,57.0,0.0,9.54,16.21,4.55,0.0
20230519:1911,0.0,0.0,0.0,0.0,14.95,4.48,0.0
20230519:2011,0.0,0.0,0.0,0.0,13.35,4.34,0.0
20230519:2111,0.0,0.0,0.0,0.0,12.71,4.21,0.0
20230519:2211,0.0,0.0,0.0,0.0,11.79,4.28,0.0
20230519:2311,0.0,0.0,0.0,0.0,11.28,4.0,0.0
20230520:0011,0.0,0.0,0.0,0.0,10.86,3.79,0.0
20230520:0111,0.0,0.0,0.0,0.0,10.36,3.59,0.0
20230520:0211,0.0,0.0,0.0,0.0,10.24,3.45,0.0
20230520:0311,0.0,0.0,0.0,0.0,9.8,3.52,0.0
20230520:0411,0.0,6.0,0.0,5.17,9.39,3.66,0.0
20230520:0511,67.0,91.0,0.0,13.5,9.95,4.07,0.0
20230520:0611,247.0,96.0,0.0,22.31,11.42,4.41,0.0
20230520:0711,373.0,120.0,0.0,31.24,13.19,4.62,0.0
20230520:0811,515.0,127.0,0.0,39.86,14.92,4.62,0.0
20230520:0911,617.01,137.0,0.0,47.58,16.48,4.83,0.0
20230520:1011,408.0,305.0,0.0,53.5,16.85,4.9,0.0
20230520:1111,350.0,354.0,0.0,56.46,17.78,5.59,0.0
20230520:1211,353.0,347.0,0.0,55.59,18.15,6.34,0.0
20230520:1311,114.0,388.0,0.0,51.16,18.16,5.93,0.0
20230520:1411,31.0,317.0,0.0,44.31,18.39,5.38,0.0
20230520:1511,35.0,269.0,0.0,36.1,18.06,4.55,0.0
20230520:1611,4.0,166.0,0.0,27.28,17.52,4.62,0.0
20230520:1711,18.0,130.0,0.0,18.36,17.0,4.14,0.0
20230520:1811,7.0,59.0,0.0,9.72,16.36,3.59,0.0
20230520:1911,0.0,1.0,0.0,1.71,15.77,3.1,0.0
20230520:2011,0.0,0.0,0.0,0.0,14.79,3.1,0.0
20230520:2111,0.0,0.0,0.0,0.0,14.05,3.31,0.0
20230520:2211,0.0,0.0,0.0,0.0,14.28,3.59,0.0
20230520:2311,0.0,0.0,0.0,0.0,13.75,3.38,0.0
20230521:0011,0.0,0.0,0.0,0.0,13.67,3.45,0.0
20230521:0111,0.0,0.0,0.0,0.0,13.37,3.17,0.0
20230521:0211,0.0,0.0,0.0,0.0,13.01,3.17,0.0
20230521:0311,0.0,0.0,0.0,0.0,12.54,3.24,0.0
20230521:0411,0.0,6.0,0.0,5.33,12.18,3.24,0.0
20230521:0511,17.0,93.0,0.0,13.66,12.17,3.38,0.0
20230521:0611,28.0,165.0,0.0,22.46,12.64,3.45,0.0
20230521:0711,16.0,214.0,0.0,31.39,13.59,3.66,0.0
20230521:0811,44.0,297.0,0.0,40.01,14.91,3.72,0.0
20230521:0911,73.0,356.0,0.0,47.75,16.16,3.66,0.0
20230521:1011,323.0,338.0,0.0,53.69,16.73,3.86,0.0
20230521:1111,134.0,413.0,0.0,56.66,18.23,3.79,0.0
20230521:1211,419.0,306.0,0.0,55.79,19.37,3.86,0.0
20230521:1311,495.01,230.0,0.0,51.36,20.53,3.93,0.0
20230521:1411,484.0,177.0,0.0,44.49,21.63,3.66,0.0
20230521:1511,292.0,208.0,0.0,36.27,22.73,3.52,0.0
20230521:1611,84.0,209.0,0.0,27.45,23.16,3.17,0.0
20230521:1711,25.0,134.0,0.0,18.53,23.18,2.41,0.0
20230521:1811,34.0,65.0,0.0,9.89,22.82,2.62,0.0
20230521:1911,0.0,1.0,0.0,1.89,21.32,3.1,0.0
20230521:2011,0.0,0.0,0.0,0.0,20.11,3.24,0.0
20230521:2111,0.0,0.0,0.0,0.0,19.49,2.83,0.0
20230521:2211,0.0,0.0,0.0,0.0,18.42,2.28,0.0
20230521:2311,0.0,0.0,0.0,0.0,17.88,2.34,0.0
20230522:0011,0.0,0.0,0.0,0.0,17.53,2.76,0.0
20230522:0111,0.0,0.0,0.0,0.0,16.8,2.41,0.0
20230522:0211,0.0,0.0,0.0,0.0,16.12,2.07,0.0
20230522:0311,0.0,0.0,0.0,0.0,16.14,1.72,0.0
20230522:0411,0.0,17.0,0.0,5.49,16.0,2.41,0.0
20230522:0511,1.0,64.0,0.0,13.8,16.17,2.55,0.0
20230522:0611,54.0,170.0,0.0,22.6,16.71,2.9,0.0
20230522:0711,0.0,127.0,0.0,31.53,17.22,2.9,0.0
20230522:0811,21.0,276.0,0.0,40.17,17.49,3.1,0.0
20230522:0911,1.0,244.0,0.0,47.91,17.89,3.31,0.0
20230522:1011,0.0,137.0,0.0,53.88,19.19,3.24,0.0
20230522:1111,0.0,236.0,0.0,56.86,19.81,3.59,0.0
20230522:1211,0.0,184.0,0.0,55.99,20.71,3.1,0.0
20230522:1311,413.0,277.0,0.0,51.54,22.07,2.14,0.0
20230522:1411,341.0,259.0,0.0,44.66,22.08,0.97,0.0
20230522:1511,368.0,167.0,0.0,36.44,20.47,0.9,0.0
20230522:1611,267.0,133.0,0.0,27.61,19.36,4.21,0.0
20230522:1711,155.0,99.0,0.0,18.69,18.73,4.55,0.0
20230522:1811,53.0,60.0,0.0,10.06,17.14,4.41,0.0
20230522:1911,0.0,2.0,0.0,2.07,15.45,4.14,0.0
20230522:2011,0.0,0.0,0.0,0.0,14.11,3.93,0.0
20230522:2111,0.0,0.0,0.0,0.0,13.5,4.34,0.0
20230522:2211,0.0,0.0,0.0,0.0,13.1,4.28,0.0
20230522:2311,0.0,0.0,0.0,0.0,12.95,4.97,0.0
20230523:0011,0.0,0.0,0.0,0.0,12.83,5.38,0.0
20230523:0111,0.0,0.0,0.0,0.0,12.78,5.86,0.0
20230523:0211,0.0,0.0,0.0,0.0,12.52,5.38,0.0
20230523:0311,0.0,0.0,0.0,0.0,12.26,6.48,0.0
20230523:0411,0.0,8.0,0.0,5.64,11.91,7.24,0.0
20230523:0511,0.0,18.0,0.0,13.95,11.62,7.66,0.0
20230523:0611,0.0,59.0,0.0,22.74,11.3,8.21,0.0
20230523:0711,0.0,109.0,0.0,31.67,11.35,8.07,0.0
20230523:0811,63.0,310.0,0.0,40.31,11.47,8.28,0.0
20230523:0911,89.0,366.0,0.0,48.07,11.79,8.0,0.0
20230523:1011,42.0,380.0,0.0,54.05,11.7,7.17,0.0
20230523:1111,66.0,409.0,0.0,57.05,12.22,7.03,0.0
20230523:1211,128.0,416.0,0.0,56.18,12.73,6.97,0.0
20230523:1311,258.0,359.0,0.0,51.73,12.81,6.69,0.0
20230523:1411,246.0,312.0,0.0,44.83,12.59,6.76,0.0
20230523:1511,230.0,248.0,0.0,36.6,12.49,6.83,0.0
20230523:1611,134.0,203.0,0.0,27.77,12.23,6.69,0.0
20230523:1711,68.0,139.0,0.0,18.85,11.78,6.69,0.0
20230523:1811,47.0,66.0,0.0,10.23,11.18,6.55,0.0
20230523:1911,0.0,1.0,0.0,2.24,10.55,6.0,0.0
20230523:2011,0.0,0.0,0.0,0.0,9.85,4.55,0.0
20230523:2111,0.0,0.0,0.0,0.0,9.23,4.55,0.0
20230523:2211,0.0,0.0,0.0,0.0,8.44,3.93,0.0
20230523:2311,0.0,0.0,0.0,0.0,8.05,3.72,0.0
20230524:0011,0.0,0.0,0.0,0.0,7.65,3.52,0.0
20230524:0111,0.0,0.0,0.0,0.0,8.01,3.72,0.0
20230524:0211,0.0,0.0,0.0,0.0,8.29,4.07,0.0
20230524:0311,0.0,0.0,0.0,0.0,8.53,4.0,0.0
20230524:0411,1.0,27.0,0.0,5.78,8.74,4.14,0.0
20230524:0511,0.0,62.0,0.0,14.08,9.49,4.14,0.0
20230524:0611,4.0,136.0,0.0,22.88,10.29,5.1,0.0
20230524:0711,3.0,183.0,0.0,31.8,10.89,6.14,0.0
20230524:0811,69.0,315.0,0.0,40.45,11.33,6.0,0.0
20230524:0911,0.0,232.0,0.0,48.23,11.97,5.66,0.0
20230524:1011,27.0,365.0,0.0,54.22,12.5,4.9,0.0
20230524:1111,50.0,403.0,0.0,57.24,13.11,4.62,0.0
20230524:1211,130.0,420.0,0.0,56.37,13.43,4.55,0.0
20230524:1311,4.0,287.0,0.0,51.91,13.39,4.0,0.0
20230524:1411,0.0,214.0,0.0,45.0,13.54,3.52,0.0
20230524:1511,104.0,289.0,0.0,36.76,13.67,3.45,0.0
20230524:1611,67.0,219.0,0.0,27.93,13.41,3.72,0.0
20230524:1711,63.0,143.0,0.0,19.01,13.04,3.93,0.0
20230524:1811,52.0,66.0,0.0,10.39,12.45,3.86,0.0
20230524:1911,0.0,2.0,0.0,2.41,11.46,2.97,0.0
20230524:2011,0.0,0.0,0.0,0.0,10.12,2.62,0.0
20230524:2111,0.0,0.0,0.0,0.0,9.29,2.07,0.0
20230524:2211,0.0,0.0,0.0,0.0,8.13,1.52,0.0
20230524:2311,0.0,0.0,0.0,0.0,7.15,1.66,0.0
20230525:0011,0.0,0.0,0.0,0.0,7.11,1.72,0.0
20230525:0111,0.0,0.0,0.0,0.0,6.99,1.86,0.0
20230525:0211,0.0,0.0,0.0,0.0,7.28,2.0,0.0
20230525:0311,0.0,0.0,0.0,0.0,7.51,2.48,0.0
20230525:0411,31.0,33.0,0.0,5.92,8.02,3.1,0.0
20230525:0511,107.0,81.0,0.0,14.21,9.77,3.45,0.0
20230525:0611,159.0,148.0,0.0,23.0,11.45,4.41,0.0
20230525:0711,266.0,187.0,0.0,31.93,12.19,4.28,0.0
20230525:0811,141.0,312.0,0.0,40.59,12.6,4.07,0.0
20230525:0911,146.0,369.0,0.0,48.37,12.81,4.28,0.0
20230525:1011,38.0,379.0,0.0,54.39,13.79,4.41,0.0
20230525:1111,264.0,396.0,0.0,57.42,13.95,4.62,0.0
20230525:1211,335.0,362.0,0.0,56.55,14.29,4.48,0.0
20230525:1311,289.0,351.0,0.0,52.08,14.36,4.48,0.0
20230525:1411,542.0,159.0,0.0,45.17,14.43,4.76,0.0
20230525:1511,453.0,132.0,0.0,36.92,14.14,5.1,0.0
20230525:1611,325.0,113.0,0.0,28.08,13.7,5.31,0.0
20230525:1711,191.0,91.0,0.0,19.17,13.04,5.38,0.0
20230525:1811,74.0,58.0,0.0,10.55,12.1,5.45,0.0
